,customerId,productId,rank
1503,16143,248,4
1504,16143,0,5
1505,16143,3,6
1506,16143,27,7
1507,16143,110,8
1508,16143,230,9
1509,16143,32,10
1510,10923,132,1
1511,10923,37,2
1512,10923,34,3
1513,10923,248,4
1514,10923,0,5
1515,10923,3,6
1516,10923,27,7
1517,10923,110,8
1518,10923,230,9
1519,10923,32,10
1520,14443,132,1
1521,14443,37,2
1522,14443,34,3
1523,14443,248,4
1524,14443,0,5
1525,14443,3,6
1526,14443,27,7
1527,14443,110,8
1528,14443,230,9
1529,14443,32,10
1530,1042,132,1
1531,1042,37,2
1532,1042,34,3
1533,1042,248,4
1534,1042,0,5
1535,1042,3,6
1536,1042,27,7
1537,1042,110,8
1538,1042,230,9
1539,1042,32,10
1540,4527,132,1
1541,4527,37,2
1542,4527,34,3
1543,4527,248,4
1544,4527,3,5
1545,4527,27,6
1546,4527,110,7
1547,4527,230,8
1548,4527,32,9
1549,4527,226,10
1550,1073,132,1
1551,1073,37,2
1552,1073,34,3
1553,1073,248,4
1554,1073,0,5
1555,1073,27,6
1556,1073,110,7
1557,1073,230,8
1558,1073,32,9
1559,1073,10,10
1560,4613,132,1
1561,4613,37,2
1562,4613,34,3
1563,4613,248,4
1564,4613,0,5
1565,4613,3,6
1566,4613,27,7
1567,4613,110,8
1568,4613,230,9
1569,4613,32,10
1570,14032,132,1
1571,14032,37,2
1572,14032,34,3
1573,14032,248,4
1574,14032,0,5
1575,14032,3,6
1576,14032,27,7
1577,14032,110,8
1578,14032,230,9
1579,14032,32,10
1580,5430,132,1
1581,5430,37,2
1582,5430,34,3
1583,5430,248,4
1584,5430,0,5
1585,5430,3,6
1586,5430,27,7
1587,5430,110,8
1588,5430,230,9
1589,5430,32,10
1590,2202,132,1
1591,2202,37,2
1592,2202,34,3
1593,2202,248,4
1594,2202,0,5
1595,2202,27,6
1596,2202,110,7
1597,2202,230,8
1598,2202,10,9
1599,2202,226,10
1600,4405,132,1
1601,4405,37,2
1602,4405,34,3
1603,4405,248,4
1604,4405,0,5
1605,4405,3,6
1606,4405,27,7
1607,4405,110,8
1608,4405,230,9
1609,4405,32,10
1610,2417,132,1
1611,2417,37,2
1612,2417,34,3
1613,2417,248,4
1614,2417,0,5
1615,2417,3,6
1616,2417,27,7
1617,2417,110,8
1618,2417,32,9
1619,2417,10,10
1620,20858,132,1
1621,20858,37,2
1622,20858,34,3
1623,20858,248,4
1624,20858,0,5
1625,20858,3,6
1626,20858,27,7
1627,20858,110,8
1628,20858,230,9
1629,20858,32,10
1630,7510,132,1
1631,7510,37,2
1632,7510,34,3
1633,7510,248,4
1634,7510,0,5
1635,7510,3,6
1636,7510,27,7
1637,7510,110,8
1638,7510,230,9
1639,7510,32,10
1640,3593,132,1
1641,3593,37,2
1642,3593,34,3
1643,3593,248,4
1644,3593,0,5
1645,3593,3,6
1646,3593,27,7
1647,3593,110,8
1648,3593,230,9
1649,3593,32,10
1650,9960,132,1
1651,9960,37,2
1652,9960,34,3
1653,9960,248,4
1654,9960,0,5
1655,9960,3,6
1656,9960,27,7
1657,9960,110,8
1658,9960,230,9
1659,9960,32,10
1660,8734,132,1
1661,8734,37,2
1662,8734,34,3
1663,8734,248,4
1664,8734,0,5
1665,8734,3,6
1666,8734,27,7
1667,8734,110,8
1668,8734,230,9
1669,8734,32,10
1670,25294,132,1
1671,25294,37,2
1672,25294,34,3
1673,25294,248,4
1674,25294,0,5
1675,25294,3,6
1676,25294,27,7
1677,25294,110,8
1678,25294,230,9
1679,25294,32,10
1680,6646,132,1
1681,6646,37,2
1682,6646,34,3
1683,6646,248,4
1684,6646,0,5
1685,6646,3,6
1686,6646,27,7
1687,6646,110,8
1688,6646,230,9
1689,6646,32,10
1690,4524,132,1
1691,4524,37,2
1692,4524,34,3
1693,4524,248,4
1694,4524,0,5
1695,4524,3,6
1696,4524,27,7
1697,4524,110,8
1698,4524,230,9
1699,4524,32,10
1700,19004,132,1
1701,19004,37,2
1702,19004,34,3
1703,19004,248,4
1704,19004,0,5
1705,19004,3,6
1706,19004,27,7
1707,19004,110,8
1708,19004,230,9
1709,19004,32,10
1710,263,132,1
1711,263,37,2
1712,263,34,3
1713,263,248,4
1714,263,0,5
1715,263,3,6
1716,263,27,7
1717,263,110,8
1718,263,230,9
1719,263,32,10
1720,320,132,1
1721,320,37,2
1722,320,34,3
1723,320,248,4
1724,320,0,5
1725,320,3,6
1726,320,27,7
1727,320,110,8
1728,320,230,9
1729,320,32,10
1730,16393,132,1
1731,16393,37,2
1732,16393,34,3
1733,16393,248,4
1734,16393,3,5
1735,16393,27,6
1736,16393,110,7
1737,16393,230,8
1738,16393,32,9
1739,16393,10,10
1740,6326,132,1
1741,6326,37,2
1742,6326,34,3
1743,6326,248,4
1744,6326,0,5
1745,6326,3,6
1746,6326,27,7
1747,6326,110,8
1748,6326,230,9
1749,6326,32,10
1750,11321,132,1
1751,11321,37,2
1752,11321,34,3
1753,11321,248,4
1754,11321,0,5
1755,11321,3,6
1756,11321,27,7
1757,11321,110,8
1758,11321,230,9
1759,11321,32,10
1760,8844,132,1
1761,8844,37,2
1762,8844,34,3
1763,8844,248,4
1764,8844,0,5
1765,8844,3,6
1766,8844,27,7
1767,8844,110,8
1768,8844,230,9
1769,8844,32,10
1770,7625,132,1
1771,7625,37,2
1772,7625,34,3
1773,7625,248,4
1774,7625,3,5
1775,7625,27,6
1776,7625,110,7
1777,7625,230,8
1778,7625,32,9
1779,7625,226,10
1780,9646,132,1
1781,9646,37,2
1782,9646,34,3
1783,9646,248,4
1784,9646,0,5
1785,9646,3,6
1786,9646,27,7
1787,9646,110,8
1788,9646,230,9
1789,9646,32,10
1790,6166,132,1
1791,6166,37,2
1792,6166,34,3
1793,6166,248,4
1794,6166,0,5
1795,6166,27,6
1796,6166,110,7
1797,6166,230,8
1798,6166,32,9
1799,6166,10,10
1800,2052,132,1
1801,2052,37,2
1802,2052,34,3
1803,2052,248,4
1804,2052,3,5
1805,2052,27,6
1806,2052,110,7
1807,2052,230,8
1808,2052,32,9
1809,2052,10,10
1810,2626,132,1
1811,2626,37,2
1812,2626,34,3
1813,2626,248,4
1814,2626,0,5
1815,2626,3,6
1816,2626,27,7
1817,2626,110,8
1818,2626,230,9
1819,2626,32,10
1820,9889,132,1
1821,9889,37,2
1822,9889,34,3
1823,9889,248,4
1824,9889,0,5
1825,9889,3,6
1826,9889,27,7
1827,9889,110,8
1828,9889,230,9
1829,9889,32,10
1830,16409,132,1
1831,16409,37,2
1832,16409,34,3
1833,16409,248,4
1834,16409,0,5
1835,16409,3,6
1836,16409,27,7
1837,16409,110,8
1838,16409,230,9
1839,16409,32,10
1840,7005,132,1
1841,7005,37,2
1842,7005,34,3
1843,7005,248,4
1844,7005,0,5
1845,7005,3,6
1846,7005,27,7
1847,7005,110,8
1848,7005,230,9
1849,7005,32,10
1850,13181,132,1
1851,13181,37,2
1852,13181,34,3
1853,13181,248,4
1854,13181,0,5
1855,13181,3,6
1856,13181,27,7
1857,13181,110,8
1858,13181,230,9
1859,13181,32,10
1860,4442,132,1
1861,4442,37,2
1862,4442,34,3
1863,4442,248,4
1864,4442,0,5
1865,4442,3,6
1866,4442,27,7
1867,4442,110,8
1868,4442,230,9
1869,4442,32,10
1870,7846,132,1
1871,7846,37,2
1872,7846,34,3
1873,7846,248,4
1874,7846,0,5
1875,7846,3,6
1876,7846,27,7
1877,7846,110,8
1878,7846,230,9
1879,7846,32,10
1880,19221,132,1
1881,19221,37,2
1882,19221,34,3
1883,19221,248,4
1884,19221,3,5
1885,19221,27,6
1886,19221,110,7
1887,19221,230,8
1888,19221,32,9
1889,19221,10,10
1890,9155,132,1
1891,9155,37,2
1892,9155,34,3
1893,9155,248,4
1894,9155,0,5
1895,9155,27,6
1896,9155,110,7
1897,9155,230,8
1898,9155,32,9
1899,9155,10,10
1900,4070,132,1
1901,4070,37,2
1902,4070,34,3
1903,4070,248,4
1904,4070,0,5
1905,4070,3,6
1906,4070,27,7
1907,4070,110,8
1908,4070,230,9
1909,4070,32,10
1910,1416,132,1
1911,1416,37,2
1912,1416,34,3
1913,1416,248,4
1914,1416,0,5
1915,1416,3,6
1916,1416,27,7
1917,1416,110,8
1918,1416,230,9
1919,1416,32,10
1920,22687,132,1
1921,22687,37,2
1922,22687,34,3
1923,22687,248,4
1924,22687,0,5
1925,22687,3,6
1926,22687,27,7
1927,22687,110,8
1928,22687,230,9
1929,22687,32,10
1930,14865,132,1
1931,14865,37,2
1932,14865,34,3
1933,14865,248,4
1934,14865,0,5
1935,14865,3,6
1936,14865,27,7
1937,14865,110,8
1938,14865,230,9
1939,14865,32,10
1940,4087,132,1
1941,4087,37,2
1942,4087,248,3
1943,4087,0,4
1944,4087,3,5
1945,4087,27,6
1946,4087,110,7
1947,4087,230,8
1948,4087,32,9
1949,4087,10,10
1950,17361,132,1
1951,17361,37,2
1952,17361,34,3
1953,17361,248,4
1954,17361,0,5
1955,17361,3,6
1956,17361,27,7
1957,17361,110,8
1958,17361,230,9
1959,17361,32,10
1960,250,132,1
1961,250,37,2
1962,250,34,3
1963,250,248,4
1964,250,0,5
1965,250,3,6
1966,250,27,7
1967,250,110,8
1968,250,230,9
1969,250,10,10
1970,6799,132,1
1971,6799,37,2
1972,6799,34,3
1973,6799,248,4
1974,6799,0,5
1975,6799,3,6
1976,6799,27,7
1977,6799,110,8
1978,6799,230,9
1979,6799,32,10
1980,19910,132,1
1981,19910,37,2
1982,19910,34,3
1983,19910,248,4
1984,19910,0,5
1985,19910,3,6
1986,19910,27,7
1987,19910,110,8
1988,19910,230,9
1989,19910,32,10
1990,8230,132,1
1991,8230,37,2
1992,8230,34,3
1993,8230,248,4
1994,8230,0,5
1995,8230,3,6
1996,8230,27,7
1997,8230,110,8
1998,8230,230,9
1999,8230,32,10
2000,26590,132,1
2001,26590,37,2
2002,26590,34,3
2003,26590,248,4
2004,26590,0,5
2005,26590,3,6
2006,26590,27,7
2007,26590,110,8
2008,26590,230,9
2009,26590,32,10
2010,6777,132,1
2011,6777,37,2
2012,6777,34,3
2013,6777,248,4
2014,6777,0,5
2015,6777,3,6
2016,6777,27,7
2017,6777,110,8
2018,6777,230,9
2019,6777,32,10
2020,26618,132,1
2021,26618,37,2
2022,26618,34,3
2023,26618,248,4
2024,26618,0,5
2025,26618,3,6
2026,26618,27,7
2027,26618,110,8
2028,26618,230,9
2029,26618,32,10
2030,27551,132,1
2031,27551,37,2
2032,27551,34,3
2033,27551,248,4
2034,27551,0,5
2035,27551,3,6
2036,27551,27,7
2037,27551,110,8
2038,27551,230,9
2039,27551,32,10
2040,10018,132,1
2041,10018,37,2
2042,10018,34,3
2043,10018,248,4
2044,10018,0,5
2045,10018,3,6
2046,10018,27,7
2047,10018,110,8
2048,10018,230,9
2049,10018,10,10
2050,862,132,1
2051,862,37,2
2052,862,34,3
2053,862,248,4
2054,862,0,5
2055,862,3,6
2056,862,27,7
2057,862,110,8
2058,862,230,9
2059,862,32,10
2060,3984,132,1
2061,3984,37,2
2062,3984,34,3
2063,3984,248,4
2064,3984,0,5
2065,3984,3,6
2066,3984,27,7
2067,3984,110,8
2068,3984,230,9
2069,3984,32,10
2070,5368,132,1
2071,5368,37,2
2072,5368,34,3
2073,5368,248,4
2074,5368,0,5
2075,5368,3,6
2076,5368,27,7
2077,5368,110,8
2078,5368,230,9
2079,5368,32,10
2080,6294,132,1
2081,6294,37,2
2082,6294,248,3
2083,6294,0,4
2084,6294,3,5
2085,6294,27,6
2086,6294,110,7
2087,6294,230,8
2088,6294,32,9
2089,6294,10,10
2090,4407,132,1
2091,4407,37,2
2092,4407,34,3
2093,4407,248,4
2094,4407,0,5
2095,4407,3,6
2096,4407,27,7
2097,4407,110,8
2098,4407,230,9
2099,4407,32,10
2100,15192,132,1
2101,15192,37,2
2102,15192,34,3
2103,15192,248,4
2104,15192,0,5
2105,15192,3,6
2106,15192,27,7
2107,15192,110,8
2108,15192,230,9
2109,15192,32,10
2110,806,132,1
2111,806,37,2
2112,806,34,3
2113,806,248,4
2114,806,0,5
2115,806,3,6
2116,806,27,7
2117,806,110,8
2118,806,230,9
2119,806,32,10
2120,5193,132,1
2121,5193,37,2
2122,5193,34,3
2123,5193,248,4
2124,5193,3,5
2125,5193,110,6
2126,5193,230,7
2127,5193,32,8
2128,5193,226,9
2129,5193,245,10
2130,3300,132,1
2131,3300,37,2
2132,3300,34,3
2133,3300,248,4
2134,3300,3,5
2135,3300,27,6
2136,3300,110,7
2137,3300,230,8
2138,3300,32,9
2139,3300,10,10
2140,2615,132,1
2141,2615,37,2
2142,2615,34,3
2143,2615,248,4
2144,2615,0,5
2145,2615,3,6
2146,2615,27,7
2147,2615,110,8
2148,2615,230,9
2149,2615,32,10
2150,1156,132,1
2151,1156,37,2
2152,1156,34,3
2153,1156,248,4
2154,1156,0,5
2155,1156,3,6
2156,1156,27,7
2157,1156,110,8
2158,1156,230,9
2159,1156,32,10
2160,23067,132,1
2161,23067,37,2
2162,23067,34,3
2163,23067,248,4
2164,23067,0,5
2165,23067,3,6
2166,23067,27,7
2167,23067,110,8
2168,23067,230,9
2169,23067,32,10
2170,21941,132,1
2171,21941,37,2
2172,21941,34,3
2173,21941,248,4
2174,21941,0,5
2175,21941,3,6
2176,21941,27,7
2177,21941,110,8
2178,21941,230,9
2179,21941,32,10
2180,17446,132,1
2181,17446,37,2
2182,17446,34,3
2183,17446,248,4
2184,17446,0,5
2185,17446,3,6
2186,17446,27,7
2187,17446,110,8
2188,17446,230,9
2189,17446,32,10
2190,3651,132,1
2191,3651,37,2
2192,3651,34,3
2193,3651,248,4
2194,3651,0,5
2195,3651,3,6
2196,3651,27,7
2197,3651,110,8
2198,3651,230,9
2199,3651,32,10
2200,11570,132,1
2201,11570,37,2
2202,11570,34,3
2203,11570,248,4
2204,11570,0,5
2205,11570,3,6
2206,11570,27,7
2207,11570,110,8
2208,11570,230,9
2209,11570,32,10
2210,10871,132,1
2211,10871,37,2
2212,10871,34,3
2213,10871,248,4
2214,10871,0,5
2215,10871,3,6
2216,10871,27,7
2217,10871,110,8
2218,10871,230,9
2219,10871,32,10
2220,22136,132,1
2221,22136,37,2
2222,22136,34,3
2223,22136,248,4
2224,22136,0,5
2225,22136,3,6
2226,22136,27,7
2227,22136,110,8
2228,22136,230,9
2229,22136,32,10
2230,5264,132,1
2231,5264,34,2
2232,5264,248,3
2233,5264,3,4
2234,5264,27,5
2235,5264,110,6
2236,5264,230,7
2237,5264,226,8
2238,5264,245,9
2239,5264,58,10
2240,7755,132,1
2241,7755,37,2
2242,7755,34,3
2243,7755,248,4
2244,7755,27,5
2245,7755,110,6
2246,7755,230,7
2247,7755,32,8
2248,7755,10,9
2249,7755,226,10
2250,7228,132,1
2251,7228,37,2
2252,7228,34,3
2253,7228,248,4
2254,7228,0,5
2255,7228,3,6
2256,7228,27,7
2257,7228,110,8
2258,7228,230,9
2259,7228,32,10
2260,3257,132,1
2261,3257,37,2
2262,3257,34,3
2263,3257,248,4
2264,3257,0,5
2265,3257,27,6
2266,3257,110,7
2267,3257,230,8
2268,3257,32,9
2269,3257,10,10
2270,13895,132,1
2271,13895,37,2
2272,13895,34,3
2273,13895,248,4
2274,13895,0,5
2275,13895,3,6
2276,13895,27,7
2277,13895,110,8
2278,13895,230,9
2279,13895,32,10
2280,7011,132,1
2281,7011,37,2
2282,7011,34,3
2283,7011,248,4
2284,7011,0,5
2285,7011,3,6
2286,7011,27,7
2287,7011,110,8
2288,7011,230,9
2289,7011,32,10
2290,28015,132,1
2291,28015,37,2
2292,28015,34,3
2293,28015,248,4
2294,28015,0,5
2295,28015,3,6
2296,28015,27,7
2297,28015,110,8
2298,28015,230,9
2299,28015,32,10
2300,25122,132,1
2301,25122,37,2
2302,25122,34,3
2303,25122,248,4
2304,25122,0,5
2305,25122,3,6
2306,25122,27,7
2307,25122,110,8
2308,25122,230,9
2309,25122,32,10
2310,22428,132,1
2311,22428,37,2
2312,22428,34,3
2313,22428,248,4
2314,22428,0,5
2315,22428,3,6
2316,22428,27,7
2317,22428,110,8
2318,22428,230,9
2319,22428,32,10
2320,19340,132,1
2321,19340,37,2
2322,19340,34,3
2323,19340,248,4
2324,19340,0,5
2325,19340,3,6
2326,19340,27,7
2327,19340,110,8
2328,19340,230,9
2329,19340,32,10
2330,11119,132,1
2331,11119,37,2
2332,11119,34,3
2333,11119,248,4
2334,11119,0,5
2335,11119,27,6
2336,11119,110,7
2337,11119,230,8
2338,11119,32,9
2339,11119,10,10
2340,12521,132,1
2341,12521,37,2
2342,12521,34,3
2343,12521,248,4
2344,12521,0,5
2345,12521,3,6
2346,12521,27,7
2347,12521,110,8
2348,12521,230,9
2349,12521,32,10
2350,10838,132,1
2351,10838,37,2
2352,10838,34,3
2353,10838,248,4
2354,10838,0,5
2355,10838,3,6
2356,10838,27,7
2357,10838,110,8
2358,10838,230,9
2359,10838,32,10
2360,12578,132,1
2361,12578,37,2
2362,12578,34,3
2363,12578,248,4
2364,12578,0,5
2365,12578,3,6
2366,12578,27,7
2367,12578,110,8
2368,12578,230,9
2369,12578,32,10
2370,7394,132,1
2371,7394,37,2
2372,7394,34,3
2373,7394,248,4
2374,7394,0,5
2375,7394,3,6
2376,7394,27,7
2377,7394,110,8
2378,7394,230,9
2379,7394,32,10
2380,12724,132,1
2381,12724,37,2
2382,12724,34,3
2383,12724,248,4
2384,12724,0,5
2385,12724,3,6
2386,12724,27,7
2387,12724,110,8
2388,12724,230,9
2389,12724,32,10
2390,21818,132,1
2391,21818,37,2
2392,21818,34,3
2393,21818,248,4
2394,21818,0,5
2395,21818,3,6
2396,21818,27,7
2397,21818,110,8
2398,21818,230,9
2399,21818,32,10
2400,28398,132,1
2401,28398,37,2
2402,28398,34,3
2403,28398,248,4
2404,28398,0,5
2405,28398,3,6
2406,28398,27,7
2407,28398,110,8
2408,28398,230,9
2409,28398,32,10
2410,4476,132,1
2411,4476,37,2
2412,4476,34,3
2413,4476,248,4
2414,4476,0,5
2415,4476,3,6
2416,4476,27,7
2417,4476,110,8
2418,4476,230,9
2419,4476,32,10
2420,6443,132,1
2421,6443,37,2
2422,6443,34,3
2423,6443,248,4
2424,6443,0,5
2425,6443,3,6
2426,6443,27,7
2427,6443,110,8
2428,6443,230,9
2429,6443,32,10
2430,7722,132,1
2431,7722,37,2
2432,7722,34,3
2433,7722,248,4
2434,7722,0,5
2435,7722,3,6
2436,7722,27,7
2437,7722,110,8
2438,7722,230,9
2439,7722,32,10
2440,9873,132,1
2441,9873,37,2
2442,9873,34,3
2443,9873,248,4
2444,9873,0,5
2445,9873,3,6
2446,9873,27,7
2447,9873,110,8
2448,9873,230,9
2449,9873,32,10
2450,595,132,1
2451,595,34,2
2452,595,248,3
2453,595,0,4
2454,595,3,5
2455,595,27,6
2456,595,110,7
2457,595,230,8
2458,595,32,9
2459,595,10,10
2460,7299,132,1
2461,7299,37,2
2462,7299,34,3
2463,7299,248,4
2464,7299,0,5
2465,7299,3,6
2466,7299,27,7
2467,7299,110,8
2468,7299,230,9
2469,7299,32,10
2470,171,132,1
2471,171,37,2
2472,171,34,3
2473,171,248,4
2474,171,0,5
2475,171,3,6
2476,171,27,7
2477,171,110,8
2478,171,230,9
2479,171,32,10
2480,1380,132,1
2481,1380,37,2
2482,1380,34,3
2483,1380,248,4
2484,1380,0,5
2485,1380,3,6
2486,1380,27,7
2487,1380,110,8
2488,1380,230,9
2489,1380,32,10
2490,6032,132,1
2491,6032,37,2
2492,6032,34,3
2493,6032,248,4
2494,6032,0,5
2495,6032,3,6
2496,6032,27,7
2497,6032,110,8
2498,6032,230,9
2499,6032,32,10
2500,10921,132,1
2501,10921,37,2
2502,10921,34,3
2503,10921,248,4
2504,10921,0,5
2505,10921,3,6
2506,10921,27,7
2507,10921,110,8
2508,10921,230,9
2509,10921,32,10
2510,1267,132,1
2511,1267,37,2
2512,1267,34,3
2513,1267,248,4
2514,1267,0,5
2515,1267,3,6
2516,1267,27,7
2517,1267,110,8
2518,1267,230,9
2519,1267,32,10
2520,305,132,1
2521,305,37,2
2522,305,34,3
2523,305,248,4
2524,305,0,5
2525,305,3,6
2526,305,27,7
2527,305,230,8
2528,305,32,9
2529,305,10,10
2530,7368,132,1
2531,7368,37,2
2532,7368,34,3
2533,7368,248,4
2534,7368,0,5
2535,7368,3,6
2536,7368,27,7
2537,7368,110,8
2538,7368,230,9
2539,7368,32,10
2540,13874,132,1
2541,13874,37,2
2542,13874,34,3
2543,13874,248,4
2544,13874,0,5
2545,13874,3,6
2546,13874,27,7
2547,13874,110,8
2548,13874,230,9
2549,13874,32,10
2550,6030,132,1
2551,6030,37,2
2552,6030,34,3
2553,6030,248,4
2554,6030,0,5
2555,6030,3,6
2556,6030,27,7
2557,6030,110,8
2558,6030,230,9
2559,6030,32,10
2560,18003,132,1
2561,18003,37,2
2562,18003,34,3
2563,18003,248,4
2564,18003,0,5
2565,18003,3,6
2566,18003,27,7
2567,18003,110,8
2568,18003,230,9
2569,18003,32,10
2570,7175,132,1
2571,7175,37,2
2572,7175,34,3
2573,7175,248,4
2574,7175,0,5
2575,7175,3,6
2576,7175,27,7
2577,7175,110,8
2578,7175,230,9
2579,7175,32,10
2580,2654,132,1
2581,2654,34,2
2582,2654,248,3
2583,2654,0,4
2584,2654,3,5
2585,2654,27,6
2586,2654,110,7
2587,2654,230,8
2588,2654,32,9
2589,2654,10,10
2590,1342,132,1
2591,1342,37,2
2592,1342,34,3
2593,1342,248,4
2594,1342,0,5
2595,1342,3,6
2596,1342,27,7
2597,1342,110,8
2598,1342,230,9
2599,1342,32,10
2600,2670,132,1
2601,2670,37,2
2602,2670,34,3
2603,2670,248,4
2604,2670,0,5
2605,2670,3,6
2606,2670,27,7
2607,2670,110,8
2608,2670,230,9
2609,2670,32,10
2610,10209,132,1
2611,10209,37,2
2612,10209,34,3
2613,10209,248,4
2614,10209,0,5
2615,10209,3,6
2616,10209,27,7
2617,10209,110,8
2618,10209,230,9
2619,10209,32,10
2620,13039,132,1
2621,13039,37,2
2622,13039,34,3
2623,13039,248,4
2624,13039,0,5
2625,13039,3,6
2626,13039,27,7
2627,13039,110,8
2628,13039,230,9
2629,13039,32,10
2630,14857,132,1
2631,14857,37,2
2632,14857,34,3
2633,14857,248,4
2634,14857,0,5
2635,14857,3,6
2636,14857,27,7
2637,14857,110,8
2638,14857,230,9
2639,14857,32,10
2640,3045,132,1
2641,3045,37,2
2642,3045,34,3
2643,3045,248,4
2644,3045,0,5
2645,3045,3,6
2646,3045,27,7
2647,3045,110,8
2648,3045,230,9
2649,3045,32,10
2650,4757,132,1
2651,4757,37,2
2652,4757,34,3
2653,4757,248,4
2654,4757,0,5
2655,4757,3,6
2656,4757,27,7
2657,4757,110,8
2658,4757,230,9
2659,4757,32,10
2660,6560,132,1
2661,6560,37,2
2662,6560,34,3
2663,6560,248,4
2664,6560,0,5
2665,6560,3,6
2666,6560,27,7
2667,6560,110,8
2668,6560,230,9
2669,6560,32,10
2670,16285,132,1
2671,16285,37,2
2672,16285,34,3
2673,16285,248,4
2674,16285,0,5
2675,16285,3,6
2676,16285,27,7
2677,16285,110,8
2678,16285,230,9
2679,16285,32,10
2680,14986,132,1
2681,14986,37,2
2682,14986,34,3
2683,14986,248,4
2684,14986,0,5
2685,14986,3,6
2686,14986,27,7
2687,14986,110,8
2688,14986,230,9
2689,14986,32,10
2690,27925,132,1
2691,27925,37,2
2692,27925,34,3
2693,27925,248,4
2694,27925,0,5
2695,27925,3,6
2696,27925,27,7
2697,27925,110,8
2698,27925,230,9
2699,27925,32,10
2700,2724,132,1
2701,2724,37,2
2702,2724,34,3
2703,2724,248,4
2704,2724,0,5
2705,2724,3,6
2706,2724,27,7
2707,2724,110,8
2708,2724,230,9
2709,2724,32,10
2710,11122,132,1
2711,11122,37,2
2712,11122,34,3
2713,11122,248,4
2714,11122,0,5
2715,11122,3,6
2716,11122,27,7
2717,11122,110,8
2718,11122,230,9
2719,11122,32,10
2720,2833,132,1
2721,2833,37,2
2722,2833,34,3
2723,2833,248,4
2724,2833,0,5
2725,2833,3,6
2726,2833,27,7
2727,2833,110,8
2728,2833,230,9
2729,2833,32,10
2730,4118,132,1
2731,4118,37,2
2732,4118,34,3
2733,4118,248,4
2734,4118,0,5
2735,4118,3,6
2736,4118,27,7
2737,4118,110,8
2738,4118,230,9
2739,4118,32,10
2740,16990,132,1
2741,16990,37,2
2742,16990,34,3
2743,16990,248,4
2744,16990,0,5
2745,16990,3,6
2746,16990,27,7
2747,16990,110,8
2748,16990,230,9
2749,16990,32,10
2750,1583,132,1
2751,1583,37,2
2752,1583,34,3
2753,1583,248,4
2754,1583,0,5
2755,1583,3,6
2756,1583,27,7
2757,1583,110,8
2758,1583,230,9
2759,1583,32,10
2760,10269,132,1
2761,10269,37,2
2762,10269,34,3
2763,10269,248,4
2764,10269,0,5
2765,10269,3,6
2766,10269,27,7
2767,10269,110,8
2768,10269,230,9
2769,10269,32,10
2770,12788,132,1
2771,12788,37,2
2772,12788,34,3
2773,12788,248,4
2774,12788,3,5
2775,12788,27,6
2776,12788,110,7
2777,12788,230,8
2778,12788,32,9
2779,12788,10,10
2780,17248,132,1
2781,17248,37,2
2782,17248,34,3
2783,17248,248,4
2784,17248,0,5
2785,17248,3,6
2786,17248,27,7
2787,17248,110,8
2788,17248,230,9
2789,17248,32,10
2790,7065,132,1
2791,7065,37,2
2792,7065,34,3
2793,7065,248,4
2794,7065,0,5
2795,7065,3,6
2796,7065,27,7
2797,7065,110,8
2798,7065,230,9
2799,7065,32,10
2800,15008,132,1
2801,15008,37,2
2802,15008,34,3
2803,15008,248,4
2804,15008,3,5
2805,15008,27,6
2806,15008,110,7
2807,15008,230,8
2808,15008,32,9
2809,15008,10,10
2810,2043,132,1
2811,2043,37,2
2812,2043,34,3
2813,2043,248,4
2814,2043,0,5
2815,2043,3,6
2816,2043,27,7
2817,2043,110,8
2818,2043,230,9
2819,2043,32,10
2820,16616,132,1
2821,16616,37,2
2822,16616,34,3
2823,16616,248,4
2824,16616,0,5
2825,16616,3,6
2826,16616,27,7
2827,16616,110,8
2828,16616,230,9
2829,16616,32,10
2830,3891,132,1
2831,3891,37,2
2832,3891,34,3
2833,3891,248,4
2834,3891,0,5
2835,3891,3,6
2836,3891,27,7
2837,3891,110,8
2838,3891,230,9
2839,3891,32,10
2840,22882,132,1
2841,22882,37,2
2842,22882,34,3
2843,22882,248,4
2844,22882,0,5
2845,22882,3,6
2846,22882,27,7
2847,22882,110,8
2848,22882,230,9
2849,22882,32,10
2850,9852,132,1
2851,9852,37,2
2852,9852,34,3
2853,9852,248,4
2854,9852,0,5
2855,9852,3,6
2856,9852,27,7
2857,9852,110,8
2858,9852,230,9
2859,9852,32,10
2860,6977,132,1
2861,6977,37,2
2862,6977,34,3
2863,6977,248,4
2864,6977,0,5
2865,6977,3,6
2866,6977,27,7
2867,6977,110,8
2868,6977,230,9
2869,6977,32,10
2870,12867,132,1
2871,12867,37,2
2872,12867,34,3
2873,12867,248,4
2874,12867,0,5
2875,12867,3,6
2876,12867,27,7
2877,12867,110,8
2878,12867,230,9
2879,12867,32,10
2880,24556,132,1
2881,24556,37,2
2882,24556,34,3
2883,24556,248,4
2884,24556,0,5
2885,24556,3,6
2886,24556,27,7
2887,24556,110,8
2888,24556,230,9
2889,24556,32,10
2890,13962,132,1
2891,13962,37,2
2892,13962,34,3
2893,13962,248,4
2894,13962,0,5
2895,13962,3,6
2896,13962,27,7
2897,13962,110,8
2898,13962,230,9
2899,13962,32,10
2900,6795,132,1
2901,6795,37,2
2902,6795,34,3
2903,6795,248,4
2904,6795,0,5
2905,6795,3,6
2906,6795,27,7
2907,6795,110,8
2908,6795,230,9
