simple_sku,product_name,sale_price,discounted_price,discounted_percentage,currency,Category lv1,Category lv2,Category lv3,picture_url,image_url_2,image_url_3,image_url_4,image_url_5,tracking_link,brand
AC016ELAAESZQ1ANID-32774856,Acer F5-572-35XC 15.6 inch Laptop - Intel Core I3-6100U - 4GB RAM - 500GB HDD - NO OS - Black (Promo),6634000,4633000,30,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-98276842-ffd059fde2d1513f11918e847f89ab4a-product.jpg,http://id-live-01.slatic.net/p/2/image-98276842-d8a4ef8723870dd7e924641fc6fb07f1-product.jpg,http://id-live-01.slatic.net/p/2/image-98276842-7ebca85e5120300a4eb1232a8a598b31-product.jpg,http://id-live-01.slatic.net/p/2/image-98276842-a7fa05455cd0ecb4b569d49c592d9304-product.jpg,http://id-live-01.slatic.net/p/2/image-98276842-8742e80200ff745df8f5a7a5b84bc7e7-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-f5-572-35xc-156-inch-laptop-intel-core-i3-6100u-4gb-ram-500gb-hdd-no-os-black-promo-24867289.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAESZRMANID-32774970,Acer F5-572-35XC 15.6 inch Laptop - Intel Core I3-6100U - 4GB RAM - 500GB HDD - NO OS - Black,6634000,4634000,30,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-64376842-ffd059fde2d1513f11918e847f89ab4a-product.jpg,http://id-live-01.slatic.net/p/2/image-64376842-d8a4ef8723870dd7e924641fc6fb07f1-product.jpg,http://id-live-01.slatic.net/p/2/image-64376842-7ebca85e5120300a4eb1232a8a598b31-product.jpg,http://id-live-01.slatic.net/p/2/image-64376842-a7fa05455cd0ecb4b569d49c592d9304-product.jpg,http://id-live-01.slatic.net/p/2/image-64376842-8742e80200ff745df8f5a7a5b84bc7e7-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-f5-572-35xc-156-inch-laptop-intel-core-i3-6100u-4gb-ram-500gb-hdd-no-os-black-24867346.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAET0WTANID-32777226,Acer F5 572G-54PK - Core i5-6200U - VGA Nvidia GeForce 920M 2GB - RAM 4GB - HDD 1TB - 15.6 inch  Black (Promo),9413000,6411000,32,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-92886842-647fb97a03aaa72f5748feb005142c68-product.jpg,http://id-live-01.slatic.net/p/2/image-92886842-6c29cdd2b12e7a365e9cfa326b53e20b-product.jpg,http://id-live-01.slatic.net/p/2/image-92886842-75d38b84e9dc57969d25a9f7bd7d1a46-product.jpg,http://id-live-01.slatic.net/p/2/image-92886842-3c35085adc814aac74372ebdd18615bd-product.jpg,http://id-live-01.slatic.net/p/2/image-92886842-d626b29129a4a80c973f6330625b12b9-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-f5-572g-54pk-core-i5-6200u-vga-nvidia-geforce-920m-2gb-ram-4gb-hdd-1tb-156-black-promo-24868829.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAET1LUANID-32778502,Acer F5-572G-5105 15.6 inch Laptop Gaming - Intel Core i5-6200U - NVIDIA GeForce 920M 2GB - 8GB RAM - 1000GB HDD - Bluetooth - Black,9798000,6799000,31,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-03796842-a4176b64e26f302db1a76220f8acf640-product.jpg,http://id-live-01.slatic.net/p/2/image-03796842-bde32ea2019c32d54c7ffc4c104aa409-product.jpg,http://id-live-01.slatic.net/p/2/image-03796842-e0abc7c09424f953586a72a473655d28-product.jpg,http://id-live-01.slatic.net/p/2/image-03796842-372b2d44710c90a2599f9f6fe4c133ad-product.jpg,http://id-live-01.slatic.net/p/2/image-03796842-cc589969af112c4ff2f859a634f494f3-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-f5-572g-5105-156-inch-laptop-gaming-intel-core-i5-6200u-nvidia-geforce-920m-2gb-8gb-ram-1000gb-hdd-bluetooth-black-24869730.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAET2B9ANID-32779771,Acer F5-572G-5105 15.6 inch Laptop Gaming - Intel Core i5-6200U - NVIDIA GeForce 920M 2GB - 8GB RAM - 1000GB HDD - Bluetooth - Black (Promo),9798000,6797000,31,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-54607842-a4176b64e26f302db1a76220f8acf640-product.jpg,http://id-live-01.slatic.net/p/2/image-54607842-bde32ea2019c32d54c7ffc4c104aa409-product.jpg,http://id-live-01.slatic.net/p/2/image-54607842-e0abc7c09424f953586a72a473655d28-product.jpg,http://id-live-01.slatic.net/p/2/image-54607842-372b2d44710c90a2599f9f6fe4c133ad-product.jpg,http://id-live-01.slatic.net/p/2/image-54607842-cc589969af112c4ff2f859a634f494f3-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-f5-572g-5105-156-inch-laptop-gaming-intel-core-i5-6200u-nvidia-geforce-920m-2gb-8gb-ram-1000gb-hdd-bluetooth-black-promo-24870645.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF1XO0ANID-33361252,Laptop Gaming Acer Aspire E5-475G i5,6599000,6599000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-82548252-9cbba5d31ff920adf43b586ef838d8bd-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flaptop-gaming-acer-aspire-e5-475g-i5-25284528.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF4M0CANID-33521945,Acer F5 573G-71MS - Core i7-7500U Gen7 - 8GB DDR4 - GT940MX 4GB DDR5 - HDD 1TB - 15.6 inch  FHD,9700000,9399000,3,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-88390452-37c911b7d963357a50c649ad791098db-product.jpg,http://id-live-01.slatic.net/p/2/image-88390452-01964e0ea5c0287ce8b96960bd8f422a-product.jpg,http://id-live-01.slatic.net/p/2/image-88390452-67c13803e4c51e2a07f9265f108de99b-product.jpg,http://id-live-01.slatic.net/p/2/image-88390452-73277d435771e1953ae0b7bd7847c6ee-product.jpg,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-f5-573g-71ms-core-i7-7500u-gen7-8gb-ddr4-gt940mx-4gb-ddr5-hdd-1tb-156-fhd-25409388.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF7UWVANID-33728817,ACER ASPIRE E5-553G - FX 9800P/ 8GB/ 128GB SSD + 1TB/ R8 M445DX/ DOS/ 15.6 inch HD,8599000,8488000,1,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-59806552-02cd3811bd6cd5a7e13327121a2043db-product.jpg,http://id-live-01.slatic.net/p/2/image-59806552-77449e252c3577422e1543c371a587d8-product.jpg,http://id-live-01.slatic.net/p/2/image-59806552-869d55f47b24f2970164574e6d6a8d2b-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-aspire-e5-553g-fx-9800p-8gb-128gb-ssd-1tb-r8-m445dx-dos-156hd-25560895.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF7XN6ANID-33732798,ACER ASPIRE F5-572G Intel Core i5 6200U | 8GB RAM | 1TB HDD | GeForce 920M | 15.6 inch | DOS,7499000,6788000,9,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-43446552-191e530ec169d5ef8c63ddc6bb3151f2-product.jpg,http://id-live-01.slatic.net/p/2/image-43446552-5adc698a58ff832ae8ba55afbbd122d2-product.jpg,http://id-live-01.slatic.net/p/2/image-43446552-df9cbdbf1d8b5ebb5b4924a53d603963-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-aspire-f5-572g-intel-core-i5-6200u-8gb-ram-1tb-hdd-geforce-920m-156-inch-dos-25564434.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF83XKANID-33742048,Lenovo Ideapad 100 - RAM 2GB - Core i3 5005U - Windows 10 - 15.6 inch  - Hitam,5999000,4599000,23,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-48527552-dc6c56fbc2bc5c24ba9003d4c31f7690-product.jpg,http://id-live-01.slatic.net/p/2/image-48527552-c28f5553e66d5c183f88e8d06e56c4ff-product.jpg,http://id-live-01.slatic.net/p/2/image-48527552-dde1b09050cf0083662e50fbecb17808-product.jpg,http://id-live-01.slatic.net/p/2/image-48527552-96dc3a732d98ef4ec742e966b28ea1ca-product.jpg,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Flenovo-ideapad-100-ram-2gb-core-i3-5005u-windows-10-156-hitam-25572584.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Lenovo
AC016ELAAF8424ANID-33742220,Acer Aspire E5-475G - Intel Kabylake Core i5 7200U - 4GB DDR4 - 1TB - GT940MX 2GB DDR5 - 14 inch  - Grey,6999000,6677500,5,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-84727552-a9ad8665bbeb6fbe8fc809fd5ae8f7fa-product.jpg,http://id-live-01.slatic.net/p/2/image-84727552-b7107cdcb0988f142a8ed60f8d3fb782-product.jpg,http://id-live-01.slatic.net/p/2/image-84727552-a157db917daf92129359b32f1983b31d-product.jpg,http://id-live-01.slatic.net/p/2/image-84727552-0323a5e83395d23b9e6beea48b9f4c1e-product.jpg,http://id-live-01.slatic.net/p/2/image-84727552-749b0d50a8b2da03c668697f9e4e73fa-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-aspire-e5-475g-intel-kabylake-core-i5-7200u-4gb-ddr4-1tb-gt940mx-2gb-ddr5-14-grey-25572748.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF844IANID-33742310,Acer Aspire E5-475G - Intel Kabylake Core i5 7200U - 8GB DDR4 - GT940MX 2GB DDR5 - HDD 1TB - 14 inch ,7999000,7189000,10,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-43827552-d6f449fddabcd76acd9602b5925e59e8-product.jpg,http://id-live-01.slatic.net/p/2/image-43827552-71f0c5a56ef69f85c83919a40bc4c8e5-product.jpg,http://id-live-01.slatic.net/p/2/image-43827552-0c656eae88c8ca84da69facf8005d5bc-product.jpg,http://id-live-01.slatic.net/p/2/image-43827552-f1f9454db20cc06732c16490c74a0756-product.jpg,http://id-live-01.slatic.net/p/2/image-43827552-b5ff6f1d70fe3d110c79ddaa6a0fbed4-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-aspire-e5-475g-intel-kabylake-core-i5-7200u-8gb-ddr4-gt940mx-2gb-ddr5-hdd-1tb-14-25572834.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF844WANID-33742323,ACER E5 475G-72P1 - RAM 8GB DDR4 - Core i7-6500U - Geforce 940MX 4GB DDR5 - 1TB- 14 inch  - Win10 - Steel Grey,10000000,9794000,2,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-84827552-4f11a3f35ada3eb6955b818badb642fc-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-e5-475g-72p1-ram-8gb-ddr4-core-i7-6500u-geforce-940mx-4gb-ddr5-1tb-14-win10-steel-grey-25572848.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF846TANID-33742396,Acer F5 572G-5105 - Core i5-6200U - RAM 8GB - HDD 1TB - Nvidia Geforce 920 2GB - 15.6 inch ,6999000,6799000,3,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-71927552-68586dc48ea40b1f74a7e0eb95ef846c-product.jpg,http://id-live-01.slatic.net/p/2/image-71927552-934e60716cfd6fe01c8556a072cfee20-product.jpg,http://id-live-01.slatic.net/p/2/image-71927552-72744091ae47fc43937929dbdc7be745-product.jpg,http://id-live-01.slatic.net/p/2/image-71927552-8b110639b42a148c6b35c40c0581d949-product.jpg,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-f5-572g-5105-core-i5-6200u-ram-8gb-hdd-1tb-nvidia-geforce-920-2gb-156-25572917.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF8471ANID-33742404,Acer Aspire E5 475G-30HG - Core i3 6006U - RAM 4GB DDR4 - HDD 500GB - Nvidia GT940MX (2GB DDR5) - 14 inch ,5999000,5600000,7,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-52927552-1257b8366407da2fc623a75df28a07fa-product.jpg,http://id-live-01.slatic.net/p/2/image-52927552-18113c6bd1301ab6f37a6d171893c48b-product.jpg,http://id-live-01.slatic.net/p/2/image-52927552-405d32522fdc43ed8725f035516871fb-product.jpg,http://id-live-01.slatic.net/p/2/image-52927552-4878992407b3429114e7d456de17d9f5-product.jpg,http://id-live-01.slatic.net/p/2/image-52927552-a68ab54c9b5e81e1c502f3862757ac02-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-aspire-e5-475g-30hg-core-i3-6006u-ram-4gb-ddr4-hdd-500gb-nvidia-gt940mx-2gb-ddr5-14-25572925.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF848PANID-33742466,Acer F5 573G-71MS - Core i7-7500U Gen7 - 8GB DDR4 - GT940MX 4GB DDR5 - HDD 1TB - 15.6 inch  FHD,9499000,9359000,1,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-58927552-778c2090fd0cb52b464aa31611f29012-product.jpg,http://id-live-01.slatic.net/p/2/image-58927552-4f32d2e513a34617dc1365fb93e3965c-product.jpg,http://id-live-01.slatic.net/p/2/image-58927552-0ed957ad059e26b147db6f9eee4d8866-product.jpg,http://id-live-01.slatic.net/p/2/image-58927552-1b325fbcce43901516219606db171c07-product.jpg,http://id-live-01.slatic.net/p/2/image-58927552-da79fafac4c173b2addf9f398651773c-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-f5-573g-71ms-core-i7-7500u-gen7-8gb-ddr4-gt940mx-4gb-ddr5-hdd-1tb-156-fhd-25572985.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF84FDANID-33742713,Acer F5 572G-54PK - Core i5-6200U - VGA Nvidia GeForce 920M 2GB - RAM 4GB - HDD 1TB - 15.6 inch ,6800000,6413000,6,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-52237552-d7897ce854528a95a43dfcb962a698b9-product.jpg,http://id-live-01.slatic.net/p/2/image-52237552-6caa07174e781d52e4296facca8b2db3-product.jpg,http://id-live-01.slatic.net/p/2/image-52237552-46bb6ff31bc8cc2459d6018647c2809b-product.jpg,http://id-live-01.slatic.net/p/2/image-52237552-0f18f144c96407cd5a3ef8b08e7b5f13-product.jpg,http://id-live-01.slatic.net/p/2/image-52237552-5318d3723f6c973aeec380d91b682205-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-f5-572g-54pk-core-i5-6200u-vga-nvidia-geforce-920m-2gb-ram-4gb-hdd-1tb-156-25573225.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAF84JTANID-33742875,Acer Aspire E5-475G-55BD - Intel Kabylake Core i5 7200U - RAM 4GB DDR4 - GT940MX 2GB DDR5 - 14 inch  - WIN 10 - Grey,7500000,7318000,2,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-58337552-b3ae45a072c241b84d9521f8fcf63f44-product.jpg,http://id-live-01.slatic.net/p/2/image-58337552-17b809fd60d149c257958bbc157299f2-product.jpg,http://id-live-01.slatic.net/p/2/image-58337552-f39feb93c758ed6d3e1bcc4092352b42-product.jpg,http://id-live-01.slatic.net/p/2/image-58337552-6ad2420702c07906182aa772f66e1541-product.jpg,http://id-live-01.slatic.net/p/2/image-58337552-227882dacbdb36207c302308345cbc76-product.jpg,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-aspire-e5-475g-55bd-intel-kabylake-core-i5-7200u-ram-4gb-ddr4-gt940mx-2gb-ddr5-14-win-10-grey-25573385.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AC016ELAAFIM41ANID-34437281,ACER ASPIRE VX15 (VX5-591G) - I7 7700HQ/ 16GB/ 128GB SSD + 1TB/ GTX1050Ti 4GB/ W10/ 15.6 inch IPS FHD,17499000,17499000,0,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-50726062-db57235ed18788c7f9d73d80b7de4f6d-product.jpg,http://id-live-01.slatic.net/p/2/image-50726062-35a7811d3c6c5d53602ae0f6f9796d4c-product.jpg,http://id-live-01.slatic.net/p/2/image-50726062-b73fb0fbf61e98559b2dff5365663b7a-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Facer-aspire-vx15-vx5-591g-i7-7700hq-16gb-128gb-ssd-1tb-gtx1050ti-4gb-w10-156ips-fhd-26062705.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Acer
AL049ELAA7P95DANID-18641543,Alienware AW17R3-4175SLV 17.3 inch  R3 i7 6700HQ/1Tb+256 Ssd /16Gb/Nvidia GTX970 - Silver,25999999,21999999,15,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-96553921-30696a3b09b8a49485d9a262d170c337-product.jpg,http://id-live-01.slatic.net/p/2/image-96553921-a734624b870f7afc27e4f72d6779dd98-product.jpg,http://id-live-01.slatic.net/p/2/image-96553921-3980a99d0e44fa53669cbfa15c431a98-product.jpg,http://id-live-01.slatic.net/p/2/image-96553921-1026fac9c899578de7270b03bff71f36-product.jpg,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Falienware-aw17r3-4175slv-173-r3-i7-6700hq1tb256-ssd-16gbnvidia-gtx970-silver-12935569.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Dell
AS100ELAA2XK61ANID-5481996,Asus ROG GL552JX-DM174H - RAM 12GB - Core i7 4720HQ - 15.6 Inch - Hitam,16999000,13700000,19,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-7105294-d31e630e4c1bf13935eace64a67489da-product.jpg,,,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fasus-rog-gl552jx-dm174h-ram-12gb-core-i7-4720hq-156-inch-hitam-4925017.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Asus
AS100ELAA2Y9DSANID-5526314,Asus ROG GL552VX-DM044T - RAM 12GB - Core i7 6700HQ - 15.6 Inch FHD - WINDOWS 10 - Hitam,15000000,13000000,13,IDR,Computers & Laptops,Laptops,Gaming,http://id-live-01.slatic.net/p/2/image-6967594-d7267cf6239937459fde7ff49f9fcadf-product.jpg,http://id-live-01.slatic.net/p/2/image-6967594-a64651dd22b4951f6ccdc1311858dcc6-product.jpg,http://id-live-01.slatic.net/p/2/image-6967594-e5e96568cdb3e65459a87436e4aae669-product.jpg,,,http://ho.lazada.co.id/SHEJvt?url=http%3A%2F%2Fwww.lazada.co.id%2Fasus-rog-gl552vx-dm044t-ram-12gb-core-i7-6700hq-156-inch-fhd-windows-10-hitam-4957696.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D%26aff_source%3D%7Bsource%7D&aff_sub=&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&source=,Asus
